FILENAME;\Hard Disk2\Result\strain_A.csv
PROTOCOL;synthetic_test
FILE_VERSION;3.3;
DATE START;2026-09-01;08:00:00
DATE END;2026-09-02;04:00:00;;Last Reading;120;Timestamp;0
DEVICE;BL000-SYNTH
USER;test;COMMENT;synthetic data, not a real experiment
PLATETYPE;MTP-96-Round;LOT;UNKOWN
MTP ROWS;8
MTP COLUMNS;12
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;96MTP;1;20;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
;;;;;;;;;;;;SET HUMIDITY [rH];85.00
;;;;;;;;;;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1000.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];0

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C2;B10;B1;;1;0.29762;8.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B11;B1;;1;0.30357;8.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.33333;178.47;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C3;A01;X1;;1;0.33929;11.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A02;X1;;1;0.34524;11.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A03;X1;;1;0.35119;11.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A04;X1;;1;0.35714;10.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A05;X1;;1;0.36310;11.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A06;X2;;1;0.36905;10.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A07;X2;;1;0.37500;10.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A08;X2;;1;0.38095;10.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A09;X2;;1;0.38690;10.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A10;X2;;1;0.39286;10.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A11;X3;;1;0.39881;9.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A12;X3;;1;0.40476;10.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B01;X3;;1;0.41071;10.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B02;X3;;1;0.41667;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B03;X3;;1;0.42262;9.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B04;X4;;1;0.42857;11.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B05;X4;;1;0.43452;11.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B06;X4;;1;0.44048;10.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B07;X4;;1;0.44643;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B08;X4;;1;0.45238;10.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B09;B1;;1;0.45833;7.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B10;B1;;1;0.46429;7.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B11;B1;;1;0.47024;8.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.50000;174.97;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C4;A01;X1;;1;0.50595;11.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A02;X1;;1;0.51190;11.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A03;X1;;1;0.51786;10.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A04;X1;;1;0.52381;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A05;X1;;1;0.52976;11.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A06;X2;;1;0.53571;10.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A07;X2;;1;0.54167;9.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A08;X2;;1;0.54762;10.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A09;X2;;1;0.55357;10.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A10;X2;;1;0.55952;10.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A11;X3;;1;0.56548;9.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A12;X3;;1;0.57143;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B01;X3;;1;0.57738;10.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B02;X3;;1;0.58333;10.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B03;X3;;1;0.58929;9.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B04;X4;;1;0.59524;10.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B05;X4;;1;0.60119;10.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B06;X4;;1;0.60714;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B07;X4;;1;0.61310;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B08;X4;;1;0.61905;10.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B09;B1;;1;0.62500;7.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B10;B1;;1;0.63095;8.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B11;B1;;1;0.63690;7.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.66667;180.19;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C5;A01;X1;;1;0.67262;11.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A02;X1;;1;0.67857;11.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A03;X1;;1;0.68452;10.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A04;X1;;1;0.69048;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A05;X1;;1;0.69643;12.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A06;X2;;1;0.70238;10.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A07;X2;;1;0.70833;9.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A08;X2;;1;0.71429;10.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A09;X2;;1;0.72024;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A10;X2;;1;0.72619;10.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A11;X3;;1;0.73214;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A12;X3;;1;0.73810;10.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B01;X3;;1;0.74405;9.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B02;X3;;1;0.75000;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B03;X3;;1;0.75595;10.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B04;X4;;1;0.76190;10.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B05;X4;;1;0.76786;10.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B06;X4;;1;0.77381;10.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B07;X4;;1;0.77976;10.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B08;X4;;1;0.78571;10.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B09;B1;;1;0.79167;7.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B10;B1;;1;0.79762;8.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B11;B1;;1;0.80357;8.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.83333;178.90;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C6;A01;X1;;1;0.83929;11.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A02;X1;;1;0.84524;11.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A03;X1;;1;0.85119;11.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A04;X1;;1;0.85714;10.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A05;X1;;1;0.86310;11.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A06;X2;;1;0.86905;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A07;X2;;1;0.87500;10.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A08;X2;;1;0.88095;10.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A09;X2;;1;0.88690;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A10;X2;;1;0.89286;10.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A11;X3;;1;0.89881;10.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A12;X3;;1;0.90476;11.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B01;X3;;1;0.91071;9.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B02;X3;;1;0.91667;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B03;X3;;1;0.92262;9.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B04;X4;;1;0.92857;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B05;X4;;1;0.93452;11.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B06;X4;;1;0.94048;10.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B07;X4;;1;0.94643;10.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B08;X4;;1;0.95238;10.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B09;B1;;1;0.95833;8.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B10;B1;;1;0.96429;8.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B11;B1;;1;0.97024;8.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.00000;179.37;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C7;A01;X1;;1;1.00595;11.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A02;X1;;1;1.01190;11.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A03;X1;;1;1.01786;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A04;X1;;1;1.02381;10.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A05;X1;;1;1.02976;11.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A06;X2;;1;1.03571;10.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A07;X2;;1;1.04167;9.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A08;X2;;1;1.04762;11.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A09;X2;;1;1.05357;10.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A10;X2;;1;1.05952;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A11;X3;;1;1.06548;10.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A12;X3;;1;1.07143;10.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B01;X3;;1;1.07738;10.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B02;X3;;1;1.08333;10.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B03;X3;;1;1.08929;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B04;X4;;1;1.09524;12.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B05;X4;;1;1.10119;11.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B06;X4;;1;1.10714;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B07;X4;;1;1.11310;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B08;X4;;1;1.11905;10.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B09;B1;;1;1.12500;7.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B10;B1;;1;1.13095;8.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B11;B1;;1;1.13690;7.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.16667;181.20;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C8;A01;X1;;1;1.17262;11.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A02;X1;;1;1.17857;10.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A03;X1;;1;1.18452;11.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A04;X1;;1;1.19048;10.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A05;X1;;1;1.19643;12.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A06;X2;;1;1.20238;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A07;X2;;1;1.20833;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A08;X2;;1;1.21429;10.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A09;X2;;1;1.22024;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A10;X2;;1;1.22619;11.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A11;X3;;1;1.23214;10.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A12;X3;;1;1.23810;10.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B01;X3;;1;1.24405;9.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B02;X3;;1;1.25000;10.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B03;X3;;1;1.25595;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B04;X4;;1;1.26190;11.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B05;X4;;1;1.26786;10.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B06;X4;;1;1.27381;10.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B07;X4;;1;1.27976;10.82;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B08;X4;;1;1.28571;10.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B09;B1;;1;1.29167;8.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B10;B1;;1;1.29762;7.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B11;B1;;1;1.30357;8.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.33333;176.90;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C9;A01;X1;;1;1.33929;11.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A02;X1;;1;1.34524;11.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A03;X1;;1;1.35119;11.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A04;X1;;1;1.35714;10.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A05;X1;;1;1.36310;11.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A06;X2;;1;1.36905;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A07;X2;;1;1.37500;10.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A08;X2;;1;1.38095;10.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A09;X2;;1;1.38690;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A10;X2;;1;1.39286;10.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A11;X3;;1;1.39881;9.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A12;X3;;1;1.40476;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B01;X3;;1;1.41071;9.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B02;X3;;1;1.41667;9.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B03;X3;;1;1.42262;10.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B04;X4;;1;1.42857;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B05;X4;;1;1.43452;10.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B06;X4;;1;1.44048;10.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B07;X4;;1;1.44643;10.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B08;X4;;1;1.45238;10.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B09;B1;;1;1.45833;7.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B10;B1;;1;1.46429;8.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B11;B1;;1;1.47024;7.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.50000;176.98;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C10;A01;X1;;1;1.50595;11.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A02;X1;;1;1.51190;11.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A03;X1;;1;1.51786;11.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A04;X1;;1;1.52381;9.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A05;X1;;1;1.52976;11.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A06;X2;;1;1.53571;10.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A07;X2;;1;1.54167;9.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A08;X2;;1;1.54762;10.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A09;X2;;1;1.55357;10.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A10;X2;;1;1.55952;10.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A11;X3;;1;1.56548;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A12;X3;;1;1.57143;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;B01;X3;;1;1.57738;10.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;B02;X3;;1;1.58333;9.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;B03;X3;;1;1.58929;10.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
