FILENAME;\Hard Disk2\Result\strain_D_E.csv
PROTOCOL;synthetic_test
FILE_VERSION;3.3;
DATE START;2026-09-01;08:00:00
DATE END;2026-09-02;04:00:00;;Last Reading;120;Timestamp;0
DEVICE;BL000-SYNTH
USER;test;COMMENT;synthetic data, not a real experiment
PLATETYPE;MTP-96-Round;LOT;UNKOWN
MTP ROWS;8
MTP COLUMNS;12
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;96MTP;1;20;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
;;;;;;;;;;;;SET HUMIDITY [rH];85.00
;;;;;;;;;;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1000.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];0

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C1;A12;X3;;1;0.04167;11.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B01;X3;;1;0.04514;9.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B02;X3;;1;0.04861;10.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B03;X3;;1;0.05208;9.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B04;X4;;1;0.05556;11.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B05;X4;;1;0.05903;9.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B06;X4;;1;0.06250;11.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B07;X4;;1;0.06597;10.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B08;X4;;1;0.06944;10.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B09;X5;;1;0.07292;11.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B10;X5;;1;0.07639;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B11;X5;;1;0.07986;11.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;B12;X5;;1;0.08333;11.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C01;X5;;1;0.08681;11.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C02;X6;;1;0.09028;9.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C03;X6;;1;0.09375;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C04;X6;;1;0.09722;10.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C05;X6;;1;0.10069;10.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C06;X6;;1;0.10417;10.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C07;X7;;1;0.10764;10.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C08;X7;;1;0.11111;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C09;X7;;1;0.11458;9.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C10;X7;;1;0.11806;10.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C11;X7;;1;0.12153;9.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;C12;X8;;1;0.12500;10.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D01;X8;;1;0.12847;11.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D02;X8;;1;0.13194;10.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D03;X8;;1;0.13542;10.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D04;X8;;1;0.13889;11.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D05;B1;;1;0.14236;7.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D06;B1;;1;0.14583;8.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C1;D07;B1;;1;0.14931;7.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.16667;178.73;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C2;A01;X1;;1;0.17014;10.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A02;X1;;1;0.17361;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A03;X1;;1;0.17708;11.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A04;X1;;1;0.18056;10.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A05;X1;;1;0.18403;10.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A06;X2;;1;0.18750;10.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A07;X2;;1;0.19097;10.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A08;X2;;1;0.19444;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A09;X2;;1;0.19792;9.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A10;X2;;1;0.20139;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A11;X3;;1;0.20486;10.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;A12;X3;;1;0.20833;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B01;X3;;1;0.21181;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B02;X3;;1;0.21528;10.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B03;X3;;1;0.21875;9.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B04;X4;;1;0.22222;11.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B05;X4;;1;0.22569;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B06;X4;;1;0.22917;11.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B07;X4;;1;0.23264;10.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B08;X4;;1;0.23611;10.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B09;X5;;1;0.23958;10.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B10;X5;;1;0.24306;11.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B11;X5;;1;0.24653;11.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;B12;X5;;1;0.25000;11.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C01;X5;;1;0.25347;12.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C02;X6;;1;0.25694;9.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C03;X6;;1;0.26042;10.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C04;X6;;1;0.26389;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C05;X6;;1;0.26736;10.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C06;X6;;1;0.27083;9.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C07;X7;;1;0.27431;10.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C08;X7;;1;0.27778;9.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C09;X7;;1;0.28125;10.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C10;X7;;1;0.28472;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C11;X7;;1;0.28819;10.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;C12;X8;;1;0.29167;12.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D01;X8;;1;0.29514;12.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D02;X8;;1;0.29861;10.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D03;X8;;1;0.30208;10.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D04;X8;;1;0.30556;11.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D05;B1;;1;0.30903;8.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D06;B1;;1;0.31250;7.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C2;D07;B1;;1;0.31597;8.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.33333;181.19;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C3;A01;X1;;1;0.33681;10.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A02;X1;;1;0.34028;11.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A03;X1;;1;0.34375;11.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A04;X1;;1;0.34722;10.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A05;X1;;1;0.35069;9.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A06;X2;;1;0.35417;9.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A07;X2;;1;0.35764;10.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A08;X2;;1;0.36111;10.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A09;X2;;1;0.36458;9.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A10;X2;;1;0.36806;10.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A11;X3;;1;0.37153;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;A12;X3;;1;0.37500;10.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B01;X3;;1;0.37847;10.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B02;X3;;1;0.38194;10.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B03;X3;;1;0.38542;9.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B04;X4;;1;0.38889;11.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B05;X4;;1;0.39236;9.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B06;X4;;1;0.39583;11.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B07;X4;;1;0.39931;10.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B08;X4;;1;0.40278;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B09;X5;;1;0.40625;11.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B10;X5;;1;0.40972;11.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B11;X5;;1;0.41319;11.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;B12;X5;;1;0.41667;11.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C01;X5;;1;0.42014;12.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C02;X6;;1;0.42361;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C03;X6;;1;0.42708;10.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C04;X6;;1;0.43056;10.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C05;X6;;1;0.43403;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C06;X6;;1;0.43750;9.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C07;X7;;1;0.44097;10.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C08;X7;;1;0.44444;10.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C09;X7;;1;0.44792;10.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C10;X7;;1;0.45139;11.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C11;X7;;1;0.45486;9.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;C12;X8;;1;0.45833;11.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D01;X8;;1;0.46181;12.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D02;X8;;1;0.46528;10.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D03;X8;;1;0.46875;10.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D04;X8;;1;0.47222;10.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D05;B1;;1;0.47569;8.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D06;B1;;1;0.47917;8.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C3;D07;B1;;1;0.48264;8.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.50000;179.77;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C4;A01;X1;;1;0.50347;11.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A02;X1;;1;0.50694;11.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A03;X1;;1;0.51042;11.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A04;X1;;1;0.51389;11.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A05;X1;;1;0.51736;10.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A06;X2;;1;0.52083;10.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A07;X2;;1;0.52431;10.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A08;X2;;1;0.52778;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A09;X2;;1;0.53125;8.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A10;X2;;1;0.53472;10.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A11;X3;;1;0.53819;10.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;A12;X3;;1;0.54167;10.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B01;X3;;1;0.54514;10.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B02;X3;;1;0.54861;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B03;X3;;1;0.55208;9.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B04;X4;;1;0.55556;11.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B05;X4;;1;0.55903;9.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B06;X4;;1;0.56250;11.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B07;X4;;1;0.56597;10.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B08;X4;;1;0.56944;10.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B09;X5;;1;0.57292;11.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B10;X5;;1;0.57639;11.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B11;X5;;1;0.57986;11.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;B12;X5;;1;0.58333;11.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C01;X5;;1;0.58681;11.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C02;X6;;1;0.59028;10.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C03;X6;;1;0.59375;11.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C04;X6;;1;0.59722;9.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C05;X6;;1;0.60069;11.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C06;X6;;1;0.60417;9.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C07;X7;;1;0.60764;10.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C08;X7;;1;0.61111;10.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C09;X7;;1;0.61458;9.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C10;X7;;1;0.61806;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C11;X7;;1;0.62153;10.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;C12;X8;;1;0.62500;11.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D01;X8;;1;0.62847;11.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D02;X8;;1;0.63194;11.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D03;X8;;1;0.63542;10.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D04;X8;;1;0.63889;11.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D05;B1;;1;0.64236;8.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D06;B1;;1;0.64583;8.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C4;D07;B1;;1;0.64931;8.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.66667;179.57;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C5;A01;X1;;1;0.67014;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A02;X1;;1;0.67361;11.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A03;X1;;1;0.67708;11.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A04;X1;;1;0.68056;11.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A05;X1;;1;0.68403;9.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A06;X2;;1;0.68750;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A07;X2;;1;0.69097;10.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A08;X2;;1;0.69444;10.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A09;X2;;1;0.69792;9.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A10;X2;;1;0.70139;10.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A11;X3;;1;0.70486;10.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;A12;X3;;1;0.70833;10.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B01;X3;;1;0.71181;10.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B02;X3;;1;0.71528;10.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B03;X3;;1;0.71875;9.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B04;X4;;1;0.72222;11.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B05;X4;;1;0.72569;10.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B06;X4;;1;0.72917;10.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B07;X4;;1;0.73264;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B08;X4;;1;0.73611;9.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B09;X5;;1;0.73958;11.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B10;X5;;1;0.74306;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B11;X5;;1;0.74653;11.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;B12;X5;;1;0.75000;11.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C01;X5;;1;0.75347;12.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C02;X6;;1;0.75694;9.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C03;X6;;1;0.76042;10.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C04;X6;;1;0.76389;10.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C05;X6;;1;0.76736;10.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C06;X6;;1;0.77083;9.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C07;X7;;1;0.77431;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C08;X7;;1;0.77778;10.82;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C09;X7;;1;0.78125;10.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C10;X7;;1;0.78472;10.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C11;X7;;1;0.78819;10.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;C12;X8;;1;0.79167;11.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D01;X8;;1;0.79514;11.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D02;X8;;1;0.79861;10.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D03;X8;;1;0.80208;11.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D04;X8;;1;0.80556;11.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D05;B1;;1;0.80903;7.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D06;B1;;1;0.81250;8.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C5;D07;B1;;1;0.81597;8.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;0.83333;178.51;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C6;A01;X1;;1;0.83681;10.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A02;X1;;1;0.84028;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A03;X1;;1;0.84375;12.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A04;X1;;1;0.84722;11.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A05;X1;;1;0.85069;10.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A06;X2;;1;0.85417;9.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A07;X2;;1;0.85764;9.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A08;X2;;1;0.86111;10.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A09;X2;;1;0.86458;9.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A10;X2;;1;0.86806;10.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;A11;X3;;1;0.87153;10.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
