FILENAME;\Hard Disk2\Result\strain_C.csv
PROTOCOL;synthetic_test
FILE_VERSION;3.3;
DATE START;2026-09-01;08:00:00
DATE END;2026-09-02;04:00:00;;Last Reading;120;Timestamp;0
DEVICE;BL000-SYNTH
USER;test;COMMENT;synthetic data, not a real experiment
PLATETYPE;MTP-96-Round;LOT;UNKOWN
MTP ROWS;8
MTP COLUMNS;12
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;96MTP;1;20;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
;;;;;;;;;;;;SET HUMIDITY [rH];85.00
;;;;;;;;;;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1000.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];0

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C6;B01;X3;;1;0.91071;10.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B02;X3;;1;0.91667;9.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B03;X3;;1;0.92262;9.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B04;X4;;1;0.92857;10.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B05;X4;;1;0.93452;11.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B06;X4;;1;0.94048;10.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B07;X4;;1;0.94643;11.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B08;X4;;1;0.95238;11.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B09;B1;;1;0.95833;8.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B10;B1;;1;0.96429;8.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C6;B11;B1;;1;0.97024;7.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.00000;180.53;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C7;A01;X1;;1;1.00595;12.17;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A02;X1;;1;1.01190;10.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A03;X1;;1;1.01786;11.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A04;X1;;1;1.02381;11.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A05;X1;;1;1.02976;11.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A06;X2;;1;1.03571;10.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A07;X2;;1;1.04167;10.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A08;X2;;1;1.04762;10.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A09;X2;;1;1.05357;10.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A10;X2;;1;1.05952;12.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A11;X3;;1;1.06548;10.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;A12;X3;;1;1.07143;10.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B01;X3;;1;1.07738;10.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B02;X3;;1;1.08333;10.85;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B03;X3;;1;1.08929;10.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B04;X4;;1;1.09524;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B05;X4;;1;1.10119;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B06;X4;;1;1.10714;11.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B07;X4;;1;1.11310;11.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B08;X4;;1;1.11905;11.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B09;B1;;1;1.12500;8.06;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B10;B1;;1;1.13095;8.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C7;B11;B1;;1;1.13690;7.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.16667;180.87;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C8;A01;X1;;1;1.17262;12.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A02;X1;;1;1.17857;9.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A03;X1;;1;1.18452;11.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A04;X1;;1;1.19048;10.79;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A05;X1;;1;1.19643;11.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A06;X2;;1;1.20238;10.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A07;X2;;1;1.20833;9.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A08;X2;;1;1.21429;10.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A09;X2;;1;1.22024;10.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A10;X2;;1;1.22619;12.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A11;X3;;1;1.23214;10.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;A12;X3;;1;1.23810;10.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B01;X3;;1;1.24405;9.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B02;X3;;1;1.25000;10.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B03;X3;;1;1.25595;9.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B04;X4;;1;1.26190;11.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B05;X4;;1;1.26786;11.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B06;X4;;1;1.27381;11.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B07;X4;;1;1.27976;11.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B08;X4;;1;1.28571;10.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B09;B1;;1;1.29167;8.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B10;B1;;1;1.29762;7.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C8;B11;B1;;1;1.30357;8.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.33333;179.07;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C9;A01;X1;;1;1.33929;12.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A02;X1;;1;1.34524;10.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A03;X1;;1;1.35119;11.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A04;X1;;1;1.35714;10.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A05;X1;;1;1.36310;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A06;X2;;1;1.36905;10.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A07;X2;;1;1.37500;9.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A08;X2;;1;1.38095;10.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A09;X2;;1;1.38690;10.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A10;X2;;1;1.39286;11.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A11;X3;;1;1.39881;10.52;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;A12;X3;;1;1.40476;10.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B01;X3;;1;1.41071;9.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B02;X3;;1;1.41667;10.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B03;X3;;1;1.42262;9.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B04;X4;;1;1.42857;10.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B05;X4;;1;1.43452;11.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B06;X4;;1;1.44048;10.82;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B07;X4;;1;1.44643;11.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B08;X4;;1;1.45238;10.51;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B09;B1;;1;1.45833;8.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B10;B1;;1;1.46429;8.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C9;B11;B1;;1;1.47024;7.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;1.50000;177.82;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C10;A01;X1;;1;1.50595;12.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A02;X1;;1;1.51190;9.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A03;X1;;1;1.51786;11.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A04;X1;;1;1.52381;11.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A05;X1;;1;1.52976;10.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A06;X2;;1;1.53571;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A07;X2;;1;1.54167;9.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A08;X2;;1;1.54762;11.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A09;X2;;1;1.55357;10.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A10;X2;;1;1.55952;11.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A11;X3;;1;1.56548;10.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;A12;X3;;1;1.57143;10.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;B01;X3;;1;1.57738;10.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;B02;X3;;1;1.58333;9.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C10;B03;X3;;1;1.58929;10.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
